"","function","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","ArrByRest","DepByRest","depart","Response","Chordnotes"
"2009","2D","I","4a-","1","1","4","P1","E-","cat_themes.krn","0","0","-m2",NA,NA
"2011","2D","I","8g","2","0.5","3","-m2","E-","cat_themes.krn","0","0","+m3",NA,NA
"2012","2D","I","8b-J","2.5","0.5","5","+m3","E-","cat_themes.krn","0","0","-M2",NA,NA
"2013","2D","V7","2a-","1","2","4","-M2","E-","cat_themes.krn","0","0","P1",NA,NA
"2018","2D","V7","2a-","1","2","4","P1","E-","cat_themes.krn","0","0","-m2",NA,NA
"2023","4T","I","4g","1","1","3","-m2","E-","cat_themes.krn","0","0","+m2",NA,NA
"2025","4P","IV","8a-L","2","0.5","4","+m2","E-","cat_themes.krn","0","0","-m2",NA,NA
"2027","4P","IV","16gL","2.5","0.25","3","-m2","E-","cat_themes.krn","0","0","-M2",NA,NA
"2028","4P","IV","16fJJ","2.75","0.25","2","-M2","E-","cat_themes.krn","0","0","+M2",NA,NA
"2029","4D","C","4g","1","1","3","+M2","E-","cat_themes.krn","0","0","-M2",NA,NA
"2030","4D","V7","4f","2","1","2","-M2","E-","cat_themes.krn","0","0","-m3",NA,NA
"2031","2T","I","(4d","1","1","7","-m3","E-","cat_themes.krn","0","0","+m2",NA,NA
"2033","2T","I","8e-)","2","0.5","1","+m2","E-","cat_themes.krn","0","1","[f]",NA,NA
"2037","2D","V7","(8f","1.5","0.5","2","[f]","E-","cat_themes.krn","1","0","+m3",NA,NA
"2039","2D","V7","4a-)","2","1","4","+m3","E-","cat_themes.krn","0","0","-m3",NA,NA
"2045","2D","V7","(8f","1.5","0.5","2","-m3","E-","cat_themes.krn","1","0","+m3",NA,NA
"2047","2D","V7","4a-)","2","1","4","+m3","E-","cat_themes.krn","0","0","-m2",NA,NA
"2051","4T","I","8gL","1","0.5","3","-m2","E-","cat_themes.krn","0","0","P1",NA,NA
"2053","4T","I","8gJ","1.5","0.5","3","P1","E-","cat_themes.krn","0","0","+m2",NA,NA
"2055","4P","IV","8a-L","2","0.5","4","+m2","E-","cat_themes.krn","0","0","-m2",NA,NA
"2057","4P","IV","16gL","2.5","0.25","3","-m2","E-","cat_themes.krn","0","0","-M2",NA,NA
"2058","4P","IV","16fJJ","2.75","0.25","2","-M2","E-","cat_themes.krn","0","0","+M2",NA,NA
"2059","4D","C","4g","1","1","3","+M2","E-","cat_themes.krn","0","0","P1",NA,NA
"2060","4D","V7","16g","2","0.25","3","P1","E-","cat_themes.krn","0","0","-M2",NA,NA
"2061","4D","V7","16f","2.25","0.25","2","-M2","E-","cat_themes.krn","0","0","-M2",NA,NA
"2062","4D","V7","16e-","2.5","0.25","1","-M2","E-","cat_themes.krn","0","0","+M2",NA,NA
"2063","4D","V7","16f","2.75","0.25","2","+M2","E-","cat_themes.krn","0","0","-M2",NA,NA
"2064","2T","I","4e-","1","1","1","-M2","E-","cat_themes.krn","0","0","[cc]",NA,NA
"2067","2.T","I","4cc","1","1","5","[cc]","F","cat_themes.krn","1","0","P1",NA,NA
"2069","2.T","I","4.cc","2","1.5","5","P1","F","cat_themes.krn","0","0","+M2",NA,NA
"2072","2.T","I","8dd","3.5","0.5","6","+M2","F","cat_themes.krn","0","0","-M2",NA,NA
"2073","2.T","I","4.cc","1","1.5","5","-M2","F","cat_themes.krn","0","0","-M2",NA,NA
"2076","2.T","I","8b-","2.5","0.5","4","-M2","F","cat_themes.krn","0","0","-m2",NA,NA
"2077","2.T","I","4a","3","1","3","-m2","F","cat_themes.krn","0","0","P1",NA,NA
"2079","2.T","I","4a","1","1","3","P1","F","cat_themes.krn","0","0","P1",NA,NA
"2081","2.T","I","4.a","2","1.5","3","P1","F","cat_themes.krn","0","0","+m2",NA,NA
"2084","2.T","I","8b-","3.5","0.5","4","+m2","F","cat_themes.krn","0","0","-m2",NA,NA
"2085","2.T","I","4.a","1","1.5","3","-m2","F","cat_themes.krn","0","0","-M2",NA,NA
"2088","2.T","I","8g","2.5","0.5","2","-M2","F","cat_themes.krn","0","0","-M2",NA,NA
"2089","2.T","I","4f","3","1","1","-M2","F","cat_themes.krn","0","0","+M2",NA,NA
"2091","2.T","V","4g","1","1","2","+M2","F","cat_themes.krn","0","0","P1",NA,NA
"2093","2.T","V","4g","2","1","2","P1","F","cat_themes.krn","0","0","A1",NA,NA
"2095","2.T","V","4g#","3","1","2+","A1","F","cat_themes.krn","0","0","+m2",NA,NA
"2097","2.T","I","4.a","1","1.5","3","+m2","F","cat_themes.krn","0","0","-m2",NA,NA
"2100","2.T","I","8g#","2.5","0.5","2+","-m2","F","cat_themes.krn","0","0","+m2",NA,NA
"2101","2.T","I","4a","3","1","3","+m2","F","cat_themes.krn","0","0","P1",NA,NA
"2103","2.T","I","4a","1","1","3","P1","F","cat_themes.krn","0","0","P1",NA,NA
"2105","2.T","I","4a","2","1","3","P1","F","cat_themes.krn","0","0","P1",NA,NA
"2107","2.T","I","4a","3","1","3","P1","F","cat_themes.krn","0","0","+m2",NA,NA
"2109","2.T","V7","4.b-","1","1.5","4","+m2","F","cat_themes.krn","0","0","-m2",NA,NA
"2112","2.T","V7","8a","2.5","0.5","3","-m2","F","cat_themes.krn","0","0","+m2",NA,NA
"2113","2.T","V7","4b-","3","1","4","+m2","F","cat_themes.krn","0","0","-P4",NA,NA
"2115","4T","I","4f","1","1","1","-P4","F","cat_themes.krn","0","0","P1",NA,NA
"2121","4T","I","4f","1","1","1","P1","F","cat_themes.krn","1","0","+M3",NA,NA
"2127","4T","I","8.aL","1","0.75","3","+M3","F","cat_themes.krn","1","0","+m6",NA,NA
"2128","4T","I","16ffJk","1.75","0.25","1","+m6","F","cat_themes.krn","0","0","-m7",NA,NA
"2129","4P","ii","8.gL","2","0.75","2","-m7","F","cat_themes.krn","0","0","+P5",NA,NA
"2130","4P","ii","16ddJk","2.75","0.25","6","+P5","F","cat_themes.krn","0","0","-M2",NA,NA
"2131","4D","V","8.ccL","3","0.75","5","-M2","F","cat_themes.krn","0","0","-m6",NA,NA
"2132","4D","V","16eJk","3.75","0.25","7","-m6","F","cat_themes.krn","0","0","+m2",NA,NA
"2133","4.T","I","4f","1","1","1","+m2","F","cat_themes.krn","0","1","[f]",NA,NA
"2135","8T","I","(8f","2.5","0.5","1","[f]","F","cat_themes.krn","1","0","+M2",NA,NA
"2136","8T","V","8g","3","0.5","2","+M2","F","cat_themes.krn","0","0","+M2",NA,NA
"2137","8T","V7/IV","8a","3.5","0.5","3","+M2","F","cat_themes.krn","0","0","+m2",NA,NA
"2139","2T","IV","(8b-L)","1","0.5","4","+m2","F","cat_themes.krn","0","0","-m2",NA,NA
"2140","2T","IV","8aJ","1.5","0.5","3","-m2","F","cat_themes.krn","0","0","+m2",NA,NA
"2141","2T","IV","8b-L","2","0.5","4","+m2","F","cat_themes.krn","0","0","+M3",NA,NA
"2142","2T","IV","8ddJ","2.5","0.5","6","+M3","F","cat_themes.krn","0","0","-M2",NA,NA
"2143","4T","V7","8ccL","3","0.5","5","-M2","F","cat_themes.krn","0","0","-M2",NA,NA
"2144","4T","V7","8b-J)","3.5","0.5","4","-M2","F","cat_themes.krn","0","0","-d3",NA,NA
"2145","2.T","I","8g#L","1","0.5","2+","-d3","F","cat_themes.krn","0","0","+m2",NA,NA
"2146","2.T","I","8aJ","1.5","0.5","3","+m2","F","cat_themes.krn","0","1","P1",NA,NA
"2148","2.T","I","(8a","2.5","0.5","3","P1","F","cat_themes.krn","1","0","+m2",NA,NA
"2149","2.T","I","8b-L","3","0.5","4","+m2","F","cat_themes.krn","0","0","+M2",NA,NA
"2150","2.T","I","8ccJ)","3.5","0.5","5","+M2","F","cat_themes.krn","0","0","+M2",NA,NA
"2152","2.T","IV","(8ddL)","1","0.5","6","+M2","F","cat_themes.krn","0","0","-m2",NA,NA
"2153","2.T","IV","8cc#J","1.5","0.5","5+","-m2","F","cat_themes.krn","0","0","+m2",NA,NA
"2154","2.T","IV","8ddL","2","0.5","6","+m2","F","cat_themes.krn","0","0","+m3",NA,NA
"2155","2.T","IV","8ffJ","2.5","0.5","1","+m3","F","cat_themes.krn","0","0","-m2",NA,NA
"2156","2.T","IV","8eeL","3","0.5","7","-m2","F","cat_themes.krn","0","0","-M2",NA,NA
"2157","2.T","IV","8ddJ)","3.5","0.5","6","-M2","F","cat_themes.krn","0","0","+m3",NA,NA
"2158","2.T","I","8.ffL","1","0.75","1","+m3","F","cat_themes.krn","0","0","-m3",NA,NA
"2159","2.T","I","16ddJk","1.75","0.25","6","-m3","F","cat_themes.krn","0","0","-M2",NA,NA
"2160","2.T","I","4cc","2","1","5","-M2","F","cat_themes.krn","0","1","-P4",NA,NA
"2162","2.D","V","4g","1","1","2","-P4","F","cat_themes.krn","1","0","P1",NA,NA
"2168","4D","V","4g","1","1","2","P1","F","cat_themes.krn","1","1","-m3",NA,NA
"2173","4D","V","4e","1","1","7","-m3","F","cat_themes.krn","1","0","+m3",NA,NA
"2176","4D","V","8g'L","2","0.5","2","+m3","F","cat_themes.krn","0","0","P1",NA,NA
"2177","4D","V","8g'J","2.5","0.5","2","P1","F","cat_themes.krn","0","1","+M3",NA,NA
"2179","4D","V7/V","8b","3.5","0.5","4+","+M3","F","cat_themes.krn","1","0","+m2",NA,NA
"2180","2.D","V","4.cc;","1","1.5","5","+m2","F","cat_themes.krn","0","0","A1",NA,NA
"2181","2.D","V","(8cc#'","2.5","0.5","5+","A1","F","cat_themes.krn","0","0","+m2",NA,NA
"2182","2.D","V","8dd'L","3","0.5","6","+m2","F","cat_themes.krn","0","0","-M2",NA,NA
"2183","2.D","V","8cc'J)","3.5","0.5","5","-M2","F","cat_themes.krn","0","0","-M2",NA,NA
"2184","2.D","V7","(8b-'L","1","0.5","4","-M2","F","cat_themes.krn","0","0","-m2",NA,NA
"2185","2.D","V7","8a'J","1.5","0.5","3","-m2","F","cat_themes.krn","0","0","-M2",NA,NA
"2186","2.D","V7","8g'L","2","0.5","2","-M2","F","cat_themes.krn","0","0","+m3",NA,NA
"2187","2.D","V7","8b-'J","2.5","0.5","4","+m3","F","cat_themes.krn","0","0","-m2",NA,NA
"2188","2.D","V7","8a'L","3","0.5","3","-m2","F","cat_themes.krn","0","0","-M2",NA,NA
"2189","2.D","V7","8g'J)","3.5","0.5","2","-M2","F","cat_themes.krn","0","0","-m3",NA,NA
"2190","2.T","I","8e","1","0.5","7","-m3","F","cat_themes.krn","0","0","+m2",NA,NA
"2191","2.T","I","8f","1.5","0.5","1","+m2","F","cat_themes.krn","0","0","P1",NA,NA
"2192","2.T","I","4f","2","2","1","P1","F","cat_themes.krn","0","1","[g]",NA,NA
"2194","2T","I","4g","1","1","1","[g]","G","cat_themes.krn","1","0","P1",NA,NA
"2195","2T","I","4g","2","1","1","P1","G","cat_themes.krn","0","0","-m2",NA,NA
"2196","2T","V","4f#","3","1","7","-m2","G","cat_themes.krn","0","0","P1",NA,NA
"2197","2T","V","8f#L","4","0.5","7","P1","G","cat_themes.krn","0","0","+m2",NA,NA
"2198","2T","V","8gJ","4.5","0.5","1","+m2","G","cat_themes.krn","0","0","-m3",NA,NA
"2199","2T","vi","4e","1","1","6","-m3","G","cat_themes.krn","0","0","P1",NA,NA
"2200","2T","vi","8eL","2","0.5","6","P1","G","cat_themes.krn","0","0","+m3",NA,NA
"2201","2T","vi","8gJ","2.5","0.5","1","+m3","G","cat_themes.krn","0","0","-P4",NA,NA
"2202","2T","V","2d","3","2","5","-P4","G","cat_themes.krn","0","0","+P4",NA,NA
"2203","4P","IV","4g","1","1","1","+P4","G","cat_themes.krn","0","0","+M2",NA,NA
"2204","4P","viio","4a","2","1","2","+M2","G","cat_themes.krn","0","0","-P5",NA,NA
"2205","2P","I","4d","3","1","5","-P5","G","cat_themes.krn","0","0","P1",NA,NA
"2209","4D","C","4d","1","1","5","P1","G","cat_themes.krn","1","0","+M3",NA,NA
"2210","4D","V7","4f#","2","1","7","+M3","G","cat_themes.krn","0","1","[e]",NA,NA
"2213","2P","V7/ii","[4e","1","1","6","[e]","G","cat_themes.krn","1","0","P1",NA,NA
"2214","2P","V7/ii","8.eL]","1","0.75","6","P1","G","cat_themes.krn","0","0","P1",NA,NA
"2215","2P","V7/ii","16eJk","2.75","0.25","6","P1","G","cat_themes.krn","0","0","-M3",NA,NA
"2216","2P","i/ii","4c","3","1","4","-M3","G","cat_themes.krn","0","0","+M3",NA,NA
"2217","2P","i/ii","(8.eL]","3","0.75","6","+M3","G","cat_themes.krn","0","0","+P4",NA,NA
"2218","2P","i/ii","32aLL","4.75","0.125","2","+P4","G","cat_themes.krn","0","0","+m3",NA,NA
"2219","2P","i/ii","32ccJJJ)","4.875","0.125","4","+m3","G","cat_themes.krn","0","0","-m2",NA,NA
"2220","2P","V/ii","4b","1","1","3","-m2","G","cat_themes.krn","0","0","-m3",NA,NA
"2221","2P","V/ii","4g#","2","1","1+","-m3","G","cat_themes.krn","0","0","+m2",NA,NA
"2222","2P","ii","4a","3","1","2","+m2","G","cat_themes.krn","0","1","-P5",NA,NA
"2224","2D","V7","[4d","1","1","5","-P5","G","cat_themes.krn","1","0","P1",NA,NA
"2225","2D","V7","8.dL]","1","0.75","5","P1","G","cat_themes.krn","0","0","P1",NA,NA
"2226","2D","V7","16dJk","2.75","0.25","5","P1","G","cat_themes.krn","0","0","-m3",NA,NA
"2227","2D","C","4B","3","1","3","-m3","G","cat_themes.krn","0","0","+m3",NA,NA
"2228","2D","C","(8.dL]","3","0.75","5","+m3","G","cat_themes.krn","0","0","+P4",NA,NA
"2229","2D","C","32gLL","4.75","0.125","1","+P4","G","cat_themes.krn","0","0","+M3",NA,NA
"2230","2D","C","32bJJJ)","4.875","0.125","3","+M3","G","cat_themes.krn","0","0","-M2",NA,NA
"2231","2D","V","4a","1","1","2","-M2","G","cat_themes.krn","0","0","-m3",NA,NA
"2232","2D","V","4f#","2","1","7","-m3","G","cat_themes.krn","0","0","+m2",NA,NA
"2233","2T","I","4g","3","1","1","+m2","G","cat_themes.krn","0","1","[gg]",NA,NA
"2235","2T","I","4gg","1","1","1","[gg]","G","cat_themes.krn","1","0","P1",NA,NA
"2236","2T","I","4gg","2","1","1","P1","G","cat_themes.krn","0","0","-m2",NA,NA
"2237","2T","V","4ff#","3","1","7","-m2","G","cat_themes.krn","0","0","P1",NA,NA
"2238","2T","V","8ff#","4","0.5","7","P1","G","cat_themes.krn","0","0","+m2",NA,NA
"2239","2T","V","8gg","4.5","0.5","1","+m2","G","cat_themes.krn","0","0","-m3",NA,NA
"2240","2T","vi","4ee","1","1","6","-m3","G","cat_themes.krn","0","0","P1",NA,NA
"2241","2T","vi","8ee","2","0.5","6","P1","G","cat_themes.krn","0","0","+m3",NA,NA
"2242","2T","vi","8gg","2.5","0.5","1","+m3","G","cat_themes.krn","0","0","-P4",NA,NA
"2243","2T","V","2dd","3","2","5","-P4","G","cat_themes.krn","0","0","+P4",NA,NA
"2244","4D","viio","4gg","1","1","1","+P4","G","cat_themes.krn","0","0","+M2",NA,NA
"2245","4D","viio","4aa","2","1","2","+M2","G","cat_themes.krn","0","0","-P5",NA,NA
"2246","2D","I","4dd","3","1","5","-P5","G","cat_themes.krn","0","0","P1",NA,NA
"2250","4D","C","4dd","1","1","5","P1","G","cat_themes.krn","1","0","+M3",NA,NA
"2251","4D","V7","4ff#","2","1","7","+M3","G","cat_themes.krn","0","1","[dd]",NA,NA
"2254","8T","I","(8dd","2.5","0.5","5","[dd]","G","cat_themes.krn","1","0","+P4",NA,NA
"2255","4T","I","8ggL","1","0.5","1","+P4","G","cat_themes.krn","0","0","+M3",NA,NA
"2256","4T","I","8bbJ","1.5","0.5","3","+M3","G","cat_themes.krn","0","0","-M2",NA,NA
"2257","4T","V7","8aaL","2","0.5","2","-M2","G","cat_themes.krn","0","0","-m3",NA,NA
"2258","4T","V7","8ff#J","2.5","0.5","7","-m3","G","cat_themes.krn","0","0","+m6",NA,NA
"2259","2T","I","4.ddd)","1","1.5","5","+m6","G","cat_themes.krn","0","0","-m3",NA,NA
"2262","2T","I","(16.bbLL","2.5","0.375","3","-m3","G","cat_themes.krn","0","0","-M3",NA,NA
"2263","2T","I","32ggJJk)","2.875","0.125","1","-M3","G","cat_themes.krn","0","0","+M2",NA,NA
"2264","4D","C/V","8aaL","1","0.5","2","+M2","G","cat_themes.krn","0","0","-m3",NA,NA
"2265","4D","C/V","(16.ff#L","1.5","0.375","7","-m3","G","cat_themes.krn","0","0","-M3",NA,NA
"2266","4D","C/V","32ddJJk)","1.875","0.125","5","-M3","G","cat_themes.krn","0","0","+M2",NA,NA
"2267","4D","V7/V","8eeL","2","0.5","6","+M2","G","cat_themes.krn","0","0","P1",NA,NA
"2268","4D","V7/V","(16.eeL","2.5","0.375","6","P1","G","cat_themes.krn","0","0","+M2",NA,NA
"2269","4D","V7/V","32ff#JJk)","2.875","0.125","7","+M2","G","cat_themes.krn","0","0","-M3",NA,NA
"2270","4.D","V","4.dd","1","1.5","5","-M3","G","cat_themes.krn","0","0","[dd]",NA,NA
"2272","8T","I","(16.ddLL","2.5","0.375","5","[dd]","G","cat_themes.krn","0","0","+M2",NA,NA
"2273","8T","I","32eeJJk)","2.875","0.125","6","+M2","G","cat_themes.krn","0","0","+m2",NA,NA
"2274","2P","V7/IV","(8ff'L","1","0.5","7-","+m2","G","cat_themes.krn","0","0","P1",NA,NA
"2275","2P","V7/IV","8ff'J","1.5","0.5","7-","P1","G","cat_themes.krn","0","0","P1",NA,NA
"2276","2P","V7/IV","8ff'L","2","0.5","7-","P1","G","cat_themes.krn","0","0","P1",NA,NA
"2277","2P","V7/IV","8ff'J)","2.5","0.5","7-","P1","G","cat_themes.krn","0","0","-m2",NA,NA
"2278","4P","IV","(8.eeL","1","0.75","6","-m2","G","cat_themes.krn","0","0","+M2",NA,NA
"2279","4P","IV","16ff#Jk","1.75","0.25","7","+M2","G","cat_themes.krn","0","0","+m2",NA,NA
"2280","4P","I","8ggL)","2","0.5","1","+m2","G","cat_themes.krn","0","0","P1",NA,NA
"2281","4P","I","8ggJ","2.5","0.5","1","P1","G","cat_themes.krn","0","0","+M2",NA,NA
"2282","4P","ii","4.aa","1","1.5","2","+M2","G","cat_themes.krn","0","0","P1",NA,NA
"2288","8D","V7","(16.aaLL","2.5","0.375","2","P1","G","cat_themes.krn","0","0","+M2",NA,NA
"2291","8D","V7","32bbJJk","2.875","0.125","3","+M2","G","cat_themes.krn","0","0","-M3",NA,NA
"2292","4.T","I","4.gg)","1","1.5","1","-M3","G","cat_themes.krn","0","0","[b]",NA,NA
"2296","8T","V/vi","(8b","2.5","0.5","3","[b]","G","cat_themes.krn","0","0","+P4",NA,NA
"2297","4T","vi","8eeL","1","0.5","6","+P4","G","cat_themes.krn","0","0","+m3",NA,NA
"2298","4T","vi","8ggJ","1.5","0.5","1","+m3","G","cat_themes.krn","0","0","-m2",NA,NA
"2299","4T","V7/vi","8ff#L","2","0.5","7","-m2","G","cat_themes.krn","0","0","-m3",NA,NA
"2300","4T","V7/vi","8dd#J)","2.5","0.5","5+","-m3","G","cat_themes.krn","0","0","+m6",NA,NA
"2301","4T","vi","4.bb","1","1.5","3","+m6","G","cat_themes.krn","0","0","P1",NA,NA
"2304","4P","V7/IV","8bb","2.5","0.5","3","P1","G","cat_themes.krn","0","0","+m2",NA,NA
"2305","4.P","IV","(16.cccLL","1","0.375","4","+m2","G","cat_themes.krn","0","0","-m2",NA,NA
"2306","4.P","IV","32bbk)","1.375","0.125","3","-m2","G","cat_themes.krn","0","0","+m3",NA,NA
"2307","4.P","IV","(16.ddd","1.5","0.375","5","+m3","G","cat_themes.krn","0","0","-M2",NA,NA
"2308","4.P","IV","32cccJJk)","1.875","0.125","4","-M2","G","cat_themes.krn","0","0","+M3",NA,NA
"2309","4.P","IV","8eeeL","2","0.5","6","+M3","G","cat_themes.krn","0","0","-P8",NA,NA
"2310","8P","V/V","8eeJ","2.5","0.5","6","-P8","G","cat_themes.krn","0","0","+m3",NA,NA
"2311","4D","C","(4gg","1","1","1","+m3","G","cat_themes.krn","0","0","-m2",NA,NA
"2313","4D","V","8ff#L)","2","0.5","7","-m2","G","cat_themes.krn","0","0","+m6",NA,NA
"2314","4D","V","(8dddJ","2.5","0.5","5","+m6","G","cat_themes.krn","0","0","-m7",NA,NA
"2315","2D","vi7","8eeL)","1","0.5","6","-m7","G","cat_themes.krn","0","0","P1",NA,NA
"2316","2D","vi7","8eeJ","1.5","0.5","6","P1","G","cat_themes.krn","0","0","+P8",NA,NA
"2319","2D","vi7","(8eee","2.5","0.5","6","+P8","G","cat_themes.krn","1","0","-m7",NA,NA
"2320","4.D","V7","8ff#L)","1","0.5","7","-m7","G","cat_themes.krn","0","0","P1",NA,NA
"2321","4.D","V7","8ff#J","1.5","0.5","7","P1","G","cat_themes.krn","0","0","[dd]",NA,NA
"2324","8T","V7","(8dd","2.5","0.5","5","[dd]","G","cat_themes.krn","1","0","+P4",NA,NA
"2325","4T","I","8ggL","1","0.5","1","+P4","G","cat_themes.krn","0","0","+M3",NA,NA
"2326","4T","I","8bbJ","1.5","0.5","3","+M3","G","cat_themes.krn","0","0","-M2",NA,NA
"2327","4T","V7","8aaL","2","0.5","2","-M2","G","cat_themes.krn","0","0","-m3",NA,NA
"2328","4T","V7","8ff#J","2.5","0.5","7","-m3","G","cat_themes.krn","0","0","+m6",NA,NA
"2329","4T","I","4.ddd)","1","1.5","5","+m6","G","cat_themes.krn","0","0","-M2",NA,NA
"2332","4T","V7","(16.cccLL","2.5","0.375","4","-M2","G","cat_themes.krn","0","0","-m3",NA,NA
"2333","4T","V7","32aaJJk)","2.875","0.125","2","-m3","G","cat_themes.krn","0","0","-M2",NA,NA
"2334","4T","I","8ggL","1","0.5","1","-M2","G","cat_themes.krn","0","0","P1",NA,NA
"2335","4T","I","8ggJ","1.5","0.5","1","P1","G","cat_themes.krn","0","0","P1",NA,NA
"2337","8D","C","8ggL","2","0.5","1","P1","G","cat_themes.krn","0","0","+M2",NA,NA
"2338","8D","V7","(16.aaL","2.5","0.375","2","+M2","G","cat_themes.krn","0","0","+M2",NA,NA
"2340","8D","V7","32bbJJk","2.875","0.125","3","+M2","G","cat_themes.krn","0","0","-M3",NA,NA
"2341","4.T","I","4gg)","1","1","1","-M3","G","cat_themes.krn","0","0","[aa]",NA,NA
"2345","2.T","I","2aa","1","2","5","[aa]","D","cat_themes.krn","1","0","+P4",NA,NA
"2349","2.T","I","(8dddL","3","0.5","1","+P4","D","cat_themes.krn","0","0","-P4",NA,NA
"2350","2.T","I","8aaJ","3.5","0.5","5","-P4","D","cat_themes.krn","0","0","-m3",NA,NA
"2351","2.T","I","2ff#)","1","2","3","-m3","D","cat_themes.krn","0","0","+m3",NA,NA
"2355","2.T","I","(8aaL","3","0.5","5","+m3","D","cat_themes.krn","0","0","-m3",NA,NA
"2356","2.T","I","8ff#J","3.5","0.5","3","-m3","D","cat_themes.krn","0","0","-M3",NA,NA
"2357","2D","C","4dd)","1","1","1","-M3","D","cat_themes.krn","0","0","P1",NA,NA
"2359","2D","C","4dd","2","1","1","P1","D","cat_themes.krn","0","0","+M2",NA,NA
"2361","4D","V7","(8.eeL","3","0.75","2","+M2","D","cat_themes.krn","0","0","-M2",NA,NA
"2363","4D","V7","32ddLL","3.75","0.125","1","-M2","D","cat_themes.krn","0","0","+M2",NA,NA
"2364","4D","V7","32eeJJJ","3.875","0.125","2","+M2","D","cat_themes.krn","0","0","+M2",NA,NA
"2365","2.T","I","4ff#","1","1","3","+M2","D","cat_themes.krn","0","0","-M3",NA,NA
"2366","2.T","I","4dd","2","1","1","-M3","D","cat_themes.krn","0","0","-P4",NA,NA
"2367","2.T","I","4a)","3","1","5","-P4","D","cat_themes.krn","0","0","[aa]",NA,NA
"2368","2.T","I","2aa","1","2","5","[aa]","D","cat_themes.krn","0","0","+P4",NA,NA
"2372","2.T","I","(8.dddL","3","0.75","1","+P4","D","cat_themes.krn","0","0","-P4",NA,NA
"2374","2.T","I","16aaJk","3.75","0.25","5","-P4","D","cat_themes.krn","0","0","-m3",NA,NA
"2375","2.T","I","2ff#)","1","2","3","-m3","D","cat_themes.krn","0","0","+m3",NA,NA
"2379","2.T","I","(8.aaL","3","0.75","5","+m3","D","cat_themes.krn","0","0","-m3",NA,NA
"2381","2.T","I","16ff#Jk","3.75","0.25","3","-m3","D","cat_themes.krn","0","0","-M3",NA,NA
"2382","2D","C","4dd)","1","1","1","-M3","D","cat_themes.krn","0","0","P1",NA,NA
"2384","2D","C","4dd","2","1","1","P1","D","cat_themes.krn","0","0","+M2",NA,NA
"2386","4D","V7","(8.eeL","3","0.75","2","+M2","D","cat_themes.krn","0","0","+M2",NA,NA
"2388","4D","V7","16ff#Jk)","3.75","0.25","3","+M2","D","cat_themes.krn","0","0","-M3",NA,NA
"2389","2.T","I","4dd","1","1","1","-M3","D","cat_themes.krn","0","1","[ee]",NA,NA
"2392","2.D","V","4ee","1","1","2","[ee]","D","cat_themes.krn","1","0","P1",NA,NA
"2393","2.D","V","4ee","2","1","2","P1","D","cat_themes.krn","0","0","P1",NA,NA
"2394","2.D","V","4ee","3","1","2","P1","D","cat_themes.krn","0","0","P1",NA,NA
"2395","2.D","V","2.ee","1","3","2","P1","D","cat_themes.krn","0","0","+M2",NA,NA
"2401","2.T","I","4ff#","1","1","3","+M2","D","cat_themes.krn","0","0","P1",NA,NA
"2402","2.T","I","4ff#","2","1","3","P1","D","cat_themes.krn","0","0","P1",NA,NA
"2403","2.T","I","4ff#","3","1","3","P1","D","cat_themes.krn","0","0","P1",NA,NA
"2404","2.T","I","2.ff#","1","3","3","P1","D","cat_themes.krn","0","0","+m3",NA,NA
"2410","2.T","I","4aa","1","1","5","+m3","D","cat_themes.krn","0","0","-P5",NA,NA
"2412","2.T","I","(8ddL","2","0.5","1","-P5","D","cat_themes.krn","0","0","+M3",NA,NA
"2413","2.T","I","8ff#J","2.5","0.5","3","+M3","D","cat_themes.krn","0","0","+m3",NA,NA
"2414","2.T","I","8aaL","3","0.5","5","+m3","D","cat_themes.krn","0","0","+P4",NA,NA
"2415","2.T","I","8dddJ","3.5","0.5","1","+P4","D","cat_themes.krn","0","0","-P4",NA,NA
"2416","2.T","I","4aa)","1","1","5","-P4","D","cat_themes.krn","0","0","-P5",NA,NA
"2418","2.T","I","(8ddL","2","0.5","1","-P5","D","cat_themes.krn","0","0","+M3",NA,NA
"2419","2.T","I","8ff#J","2.5","0.5","3","+M3","D","cat_themes.krn","0","0","+m3",NA,NA
"2420","2.T","I","8aaL","3","0.5","5","+m3","D","cat_themes.krn","0","0","+P4",NA,NA
"2421","2.T","I","8dddJ","3.5","0.5","1","+P4","D","cat_themes.krn","0","0","-P4",NA,NA
"2422","4T","I","4aa","1","1","5","-P4","D","cat_themes.krn","0","0","-M2",NA,NA
"2424","4T","V7","4gg","2","1","4","-M2","D","cat_themes.krn","0","0","-m2",NA,NA
"2426","4T","I","4ff#)","3","1","3","-m2","D","cat_themes.krn","0","0","-M2",NA,NA
"2429","4D","V","4ee)","1","1","2","-M2","D","cat_themes.krn","0","0","[a]",NA,NA
"2430","2T","V","(8a'L","2","0.5","5","[a]","D","cat_themes.krn","0","0","P1",NA,NA
"2431","2T","V","8a'J","2.5","0.5","5","P1","D","cat_themes.krn","0","0","P1",NA,NA
"2432","2T","V","8a'L","3","0.5","5","P1","D","cat_themes.krn","0","0","P1",NA,NA
"2433","2T","V","8a'J)","3.5","0.5","5","P1","D","cat_themes.krn","0","0","+P8",NA,NA
"2434","2.T","I","2aa","1","2","5","+P8","D","cat_themes.krn","0","0","+P4",NA,NA
"2438","2.T","I","(8.dddL","3","0.75","1","+P4","D","cat_themes.krn","0","0","-P4",NA,NA
