"","X","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","depart","Response","Chordnotes"
"7655",8776,"V","24dd\",1.16667,0.166667,"1","+m2","d","4_ii.krn","+M2",0,"5 2 7"
"7656",8777,"V","24ee\",1.33333,0.166667,"2","+M2","d","4_ii.krn","-M2",1,"5 2 7"
"7657",8778,"V","24dd\",1.5,0.166667,"1","-M2","d","4_ii.krn","-m2",0,"5 2 7"
"7658",8779,"V","24cc#\",1.66667,0.166667,"7","-m2","d","4_ii.krn","-A2",1,"5 2 7"
"7659",8780,"V","24b-\JJ",1.83333,0.166667,"6","-A2","d","4_ii.krn","-m2",0,"5 2 7"
"7660",8781,"V","24a\LL",2,0.166667,"5","-m2","d","4_ii.krn","+P8",1,"5 2 7"
"7661",8782,"V","24aa\",2.16667,0.166667,"5","+P8","d","4_ii.krn","P1",1,"5 2 7"
"7662",8783,"V","24aa\",2.33333,0.166667,"5","P1","d","4_ii.krn","P1",1,"5 2 7"
"7663",8784,"V/iv","24aa\",2.5,0.166667,"5","P1","d","4_ii.krn","P1",1,"1 5 3"
"7664",8785,"V/iv","24aa\",2.66667,0.166667,"5","P1","d","4_ii.krn","P1",1,"1 5 3"
"7665",8786,"V/iv","24aa\JJ",2.83333,0.166667,"5","P1","d","4_ii.krn","P1",1,"1 5 3"
"7666",8787,"N","24aa\LL",1,0.166667,"5","P1","d","4_ii.krn","-P8",0,"2- 6- 4 1+ 5+"
"7667",8788,"N","24a\",1.16667,0.166667,"5","-P8","d","4_ii.krn","+m2",0,"2- 6- 4 1+ 5+"
"7668",8789,"N","24b-\",1.33333,0.166667,"6","+m2","d","4_ii.krn","P1",0,"2- 6- 4 1+ 5+"
"7669",8790,"N","24b-\",1.5,0.166667,"6","P1","d","4_ii.krn","-m6",0,"2- 6- 4 1+ 5+"
"7670",8791,"N","24d\",1.66667,0.166667,"1","-m6","d","4_ii.krn","+m2",0,"2- 6- 4 1+ 5+"
"7671",8792,"N","24e-\JJ",1.83333,0.166667,"2-","+m2","d","4_ii.krn","P1",1,"2- 6- 4 1+ 5+"
"7672",8793,"N","24e-\LL",2,0.166667,"2-","P1","d","4_ii.krn","+P12",1,"2- 6- 4 1+ 5+"
"7673",8794,"N","24bb-\",2.16667,0.166667,"6","+P12","d","4_ii.krn","P1",0,"2- 6- 4 1+ 5+"
"7674",8795,"N","24bb-\",2.33333,0.166667,"6","P1","d","4_ii.krn","P1",0,"2- 6- 4 1+ 5+"
"7675",8796,"N","24bb-\",2.5,0.166667,"6","P1","d","4_ii.krn","P1",0,"2- 6- 4 1+ 5+"
"7676",8797,"N","24bb-\",2.66667,0.166667,"6","P1","d","4_ii.krn","P1",0,"2- 6- 4 1+ 5+"
"7677",8798,"N","24bb-\JJ",2.83333,0.166667,"6","P1","d","4_ii.krn","P1",0,"2- 6- 4 1+ 5+"
"7678",8799,"viioD7/iv","24bb-\LL",1,0.166667,"6","P1","d","4_ii.krn","-A8",0,"3 5 7- 1+ 4++ 6+"
"7679",8800,"viioD7/iv","24bn\",1.16667,0.166667,"6+","-A8","d","4_ii.krn","+m2",1,"3 5 7- 1+ 4++ 6+"
"7680",8801,"viioD7/iv","24cc\",1.33333,0.166667,"7-","+m2","d","4_ii.krn","P1",1,"3 5 7- 1+ 4++ 6+"
"7681",8802,"viioD7/iv","24cc\",1.5,0.166667,"7-","P1","d","4_ii.krn","-m6",1,"3 5 7- 1+ 4++ 6+"
"7682",8803,"viioD7/iv","24e\",1.66667,0.166667,"2","-m6","d","4_ii.krn","+M2",0,"3 5 7- 1+ 4++ 6+"
"7683",8804,"viioD7/iv","24f#\JJ",1.83333,0.166667,"3+","+M2","d","4_ii.krn","P1",0,"3 5 7- 1+ 4++ 6+"
"7684",8805,"viioD7/iv","24f#\LL",2,0.166667,"3+","P1","d","4_ii.krn","+d12",0,"3 5 7- 1+ 4++ 6+"
"7685",8806,"viioD7/iv","24ccc\",2.16667,0.166667,"7-","+d12","d","4_ii.krn","P1",1,"3 5 7- 1+ 4++ 6+"
"7686",8807,"viioD7/iv","24ccc\",2.33333,0.166667,"7-","P1","d","4_ii.krn","P1",1,"3 5 7- 1+ 4++ 6+"
"7687",8808,"viioD7/iv","24ccc\",2.5,0.166667,"7-","P1","d","4_ii.krn","P1",1,"3 5 7- 1+ 4++ 6+"
"7688",8809,"viioD7/iv","24ccc\",2.66667,0.166667,"7-","P1","d","4_ii.krn","P1",1,"3 5 7- 1+ 4++ 6+"
"7689",8810,"viioD7/iv","24ccc\JJ",2.83333,0.166667,"7-","P1","d","4_ii.krn","P1",1,"3 5 7- 1+ 4++ 6+"
"7690",8811,"iv","24ccc\LL",1,0.166667,"7-","P1","d","4_ii.krn","-A8",0,"4 1 6- 5+"
"7691",8812,"iv","24cc#\",1.16667,0.166667,"7","-A8","d","4_ii.krn","+m2",0,"4 1 6- 5+"
"7692",8813,"iv","24dd\",1.33333,0.166667,"1","+m2","d","4_ii.krn","P1",1,"4 1 6- 5+"
"7693",8814,"iv","24dd\",1.5,0.166667,"1","P1","d","4_ii.krn","-m6",1,"4 1 6- 5+"
"7694",8815,"iv","24f#\",1.66667,0.166667,"3+","-m6","d","4_ii.krn","+m2",0,"4 1 6- 5+"
"7695",8816,"iv","24g\JJ",1.83333,0.166667,"4","+m2","d","4_ii.krn","P1",1,"4 1 6- 5+"
"7696",8817,"iv","24g\LL",2,0.166667,"4","P1","d","4_ii.krn","+P12",1,"4 1 6- 5+"
"7697",8818,"iv","24ddd\",2.16667,0.166667,"1","+P12","d","4_ii.krn","P1",1,"4 1 6- 5+"
"7698",8819,"iv","24ddd\",2.33333,0.166667,"1","P1","d","4_ii.krn","P1",1,"4 1 6- 5+"
"7699",8820,"iv","24ddd\",2.5,0.166667,"1","P1","d","4_ii.krn","P1",1,"4 1 6- 5+"
"7700",8821,"iv","24ddd\",2.66667,0.166667,"1","P1","d","4_ii.krn","P1",1,"4 1 6- 5+"
"7701",8822,"iv","24ddd\JJ",2.83333,0.166667,"1","P1","d","4_ii.krn","P1",1,"4 1 6- 5+"
"7702",8823,"Gn","24ddd\LL",1,0.166667,"1","P1","d","4_ii.krn","-P8",1,"6- 1 4+ 5+ 5- 3- 2+"
"7703",8824,"Gn","24dd\",1.16667,0.166667,"1","-P8","d","4_ii.krn","+M2",1,"6- 1 4+ 5+ 5- 3- 2+"
"7704",8825,"Gn","24ee\",1.33333,0.166667,"2","+M2","d","4_ii.krn","+m2",0,"6- 1 4+ 5+ 5- 3- 2+"
"7705",8826,"Gn","24ff\",1.5,0.166667,"3","+m2","d","4_ii.krn","-m2",0,"6- 1 4+ 5+ 5- 3- 2+"
"7706",8827,"Gn","24ee\",1.66667,0.166667,"2","-m2","d","4_ii.krn","-M2",0,"6- 1 4+ 5+ 5- 3- 2+"
"7707",8828,"Gn","24dd\JJ",1.83333,0.166667,"1","-M2","d","4_ii.krn","-M3",1,"6- 1 4+ 5+ 5- 3- 2+"
"7708",8829,"Gn","24b-\LL",2,0.166667,"6","-M3","d","4_ii.krn","+M3",0,"6- 1 4+ 5+ 5- 3- 2+"
"7709",8830,"Gn","24dd\",2.16667,0.166667,"1","+M3","d","4_ii.krn","+m3",1,"6- 1 4+ 5+ 5- 3- 2+"
"7710",8831,"Gn","24ff\",2.33333,0.166667,"3","+m3","d","4_ii.krn","-d7",0,"6- 1 4+ 5+ 5- 3- 2+"
"7711",8832,"Gn","24g#\",2.5,0.166667,"4+","-d7","d","4_ii.krn","+d5",1,"6- 1 4+ 5+ 5- 3- 2+"
"7712",8833,"Gn","24dd\",2.66667,0.166667,"1","+d5","d","4_ii.krn","+m3",1,"6- 1 4+ 5+ 5- 3- 2+"
"7713",8834,"Gn","24ff\JJ",2.83333,0.166667,"3","+m3","d","4_ii.krn","-m6",0,"6- 1 4+ 5+ 5- 3- 2+"
"7714",8835,"i","4a/",1,1,"5","-m6","d","4_ii.krn","+P5",1,"1 5 3- 2+"
"7715",8836,"V","8.ee\L",2,0.75,"2","+P5","d","4_ii.krn","-M2",1,"5 2 7"
"7716",8837,"V","32dd\LL",2.75,0.125,"1","-M2","d","4_ii.krn","+M2",0,"5 2 7"
"7717",8838,"V","32ee\JJJ",2.875,0.125,"2","+M2","d","4_ii.krn","-M2",1,"5 2 7"
"7718",8839,"i","4dd\",1,1,"1","-M2","d","4_ii.krn","-P4",1,"1 5 3- 2+"
"7719",8841,"i","8a/",2.5,0.5,"5","-P4","d","4_ii.krn","+P4",1,"1 5 3- 2+"
"7720",8842,"i","4dd\",1,1,"1","+P4","d","4_ii.krn","+M2",1,"1 5 3- 2+"
"7721",8844,"viio","8ee\L",2,0.5,"2","+M2","d","4_ii.krn","+m2",1,"7 2 4 1++ 3+"
"7722",8845,"i","8ff\J",2.5,0.5,"3","+m2","d","4_ii.krn","-d4",0,"1 5 3- 2+"
"7723",8846,"V7","8cc#\L",1,0.5,"7","-d4","d","4_ii.krn","+m2",1,"5 2 7 4 3+"
"7724",8847,"i","8dd\J",1.5,0.5,"1","+m2","d","4_ii.krn","-M3",1,"1 5 3- 2+"
"7725",8848,"VI","4b-\",2,1,"6","-M3","d","4_ii.krn","-m2",1,"6 3 1+"
"7726",8850,"i","8a/L",1,0.5,"5","-m2","d","4_ii.krn","+P4",1,"1 5 3- 2+"
"7727",8851,"VI","16.dd/L",1.5,0.375,"1","+P4","d","4_ii.krn","-P8",0,"6 3 1+"
"7728",8852,"VI","32d/JJk",1.875,0.125,"1","-P8","d","4_ii.krn","+M2",0,"6 3 1+"
"7729",8853,"iio7","8.e/L",2,0.75,"2","+M2","d","4_ii.krn","+m2",1,"2 4 6- 3+ 5+"
"7730",8855,"V7","32f/LL",2.75,0.125,"3","+m2","d","4_ii.krn","+M2",0,"5 2 7 4 3+"
"7731",8856,"V7","32g/JJJ",2.875,0.125,"4","+M2","d","4_ii.krn","P1",1,"5 2 7 4 3+"
"7732",8857,"i","32g/LLL",1,0.125,"4","P1","d","4_ii.krn","-M2",0,"1 5 3- 2+"
"7733",8858,"i","32f/",1.125,0.125,"3","-M2","d","4_ii.krn","-m2",0,"1 5 3- 2+"
"7734",8859,"i","32e/",1.25,0.125,"2","-m2","d","4_ii.krn","-M2",0,"1 5 3- 2+"
"7735",8860,"i","32d/JJ",1.375,0.125,"1","-M2","d","4_ii.krn","P1",1,"1 5 3- 2+"
"7736",8861,"i","8d/J",1.5,0.5,"1","P1","d","4_ii.krn","+P5",1,"1 5 3- 2+"
"7737",8863,"V","8a/",2.5,0.5,"5","+P5","d","4_ii.krn","+P4",1,"5 2 7"
"7738",8864,"i","4dd\",1,1,"1","+P4","d","4_ii.krn","+M2",1,"1 5 3- 2+"
"7739",8866,"viio","8ee\L",2,0.5,"2","+M2","d","4_ii.krn","+m2",1,"7 2 4 1++ 3+"
"7740",8867,"i","16.ff\L",2.5,0.375,"3","+m2","d","4_ii.krn","-m6",0,"1 5 3- 2+"
"7741",8868,"i","32a\JJk",2.875,0.125,"5","-m6","d","4_ii.krn","+m2",1,"1 5 3- 2+"
"7742",8869,"ivm7","[4b-\",1,1,"6","+m2","d","4_ii.krn","+M6",0,"4 1 6- 3- 5+ 2+"
"7743",8871,"VII7","16.gg\L",2.5,0.375,"4","+M6","d","4_ii.krn","-M6",0,"7 4+ 2+ 6 5++"
"7744",8872,"VII7","32b-\JJk",2.875,0.125,"6","-M6","d","4_ii.krn","-m2",1,"7 4+ 2+ 6 5++"
"7745",8873,"III","8a/L",1,0.5,"5","-m2","d","4_ii.krn","+m2",0,"3 7 5+"
"7746",8874,"VI","16.b-/L",1.5,0.375,"6","+m2","d","4_ii.krn","-P4",1,"6 3 1+"
"7747",8875,"VI","32f/JJk",1.875,0.125,"3","-P4","d","4_ii.krn","-m2",1,"6 3 1+"
"7751",8880,"III","4f/",1,1,"3","+m2","d","4_ii.krn","+M3",1,"3 7 5+"
"7752",8882,"III","8a/",2.5,0.5,"5","+M3","d","4_ii.krn","+m3",0,"3 7 5+"
"7753",8883,"III","4cc\",1,1,"7-","+m3","d","4_ii.krn","-M2",0,"3 7 5+"
"7754",8885,"iv","8b-/L",2,0.5,"6","-M2","d","4_ii.krn","-m2",0,"4 1 6- 5+"
"7755",8886,"v","8a/J",2.5,0.5,"5","-m2","d","4_ii.krn","-M2",1,"5 2 7- 6+"
"7756",8887,"iv","8g/L",1,0.5,"4","-M2","d","4_ii.krn","+M2",1,"4 1 6- 5+"
"7757",8888,"viioD7/iv","16.a/L",1.5,0.375,"5","+M2","d","4_ii.krn","-m3",1,"3 5 7- 1+ 4++ 6+"
"7758",8889,"viioD7/iv","32f#/JJk",1.875,0.125,"3+","-m3","d","4_ii.krn","+m2",0,"3 5 7- 1+ 4++ 6+"
"7759",8890,"iv","8g/L",2,0.5,"4","+m2","d","4_ii.krn","+P5",1,"4 1 6- 5+"
"7760",8891,"iv","8dd/J",2.5,0.5,"1","+P5","d","4_ii.krn","P1",1,"4 1 6- 5+"
"7761",8892,"iv","8.dd\L",1,0.75,"1","P1","d","4_ii.krn","+M2",1,"4 1 6- 5+"
"7762",8894,"Gn","16ee\Jk",1.75,0.25,"2","+M2","d","4_ii.krn","+m2",0,"6- 1 4+ 5+ 5- 3- 2+"
"7763",8895,"Gn","8ff\L",2,0.5,"3","+m2","d","4_ii.krn","-d7",0,"6- 1 4+ 5+ 5- 3- 2+"
"7764",8896,"Gn","8g#\J",2.5,0.5,"4+","-d7","d","4_ii.krn","P1",1,"6- 1 4+ 5+ 5- 3- 2+"
"7765",8897,"V","4g#/",1,1,"4+","P1","d","4_ii.krn","+m2",0,"5 2 7"
"7766",8898,"V","8a\L",2,0.5,"5","+m2","d","4_ii.krn","+P8",1,"5 2 7"
"7767",8899,"V/iv","8aa\J",2.5,0.5,"5","+P8","d","4_ii.krn","P1",1,"1 5 3"
"7768",8900,"N","8aa\",1,0.5,"5","P1","d","4_ii.krn","-M2",0,"2- 6- 4 1+ 5+"
"7769",8901,"N","4gg\",1.5,1,"4","-M2","d","4_ii.krn","+m3",1,"2- 6- 4 1+ 5+"
"7770",8902,"N","8bb-\",2.5,0.5,"6","+m3","d","4_ii.krn","P1",0,"2- 6- 4 1+ 5+"
"7771",8903,"viioD7/iv","16bb-\LL",1,0.25,"6","P1","d","4_ii.krn","-m2",0,"3 5 7- 1+ 4++ 6+"
"7772",8904,"viioD7/iv","16aa\JJ",1.25,0.25,"5","-m2","d","4_ii.krn","P1",1,"3 5 7- 1+ 4++ 6+"
"7773",8905,"viioD7/iv","4aa\",1.5,1,"5","P1","d","4_ii.krn","+m3",1,"3 5 7- 1+ 4++ 6+"
"7774",8906,"viioD7/iv","[8ccc\",2.5,0.5,"7-","+m3","d","4_ii.krn","-M2",1,"3 5 7- 1+ 4++ 6+"
"7775",8908,"iv","4bb-\",1.5,1,"6","-M2","d","4_ii.krn","P1",0,"4 1 6- 5+"
"7776",8909,"iv","32bb-\LLL",2.5,0.125,"6","P1","d","4_ii.krn","+M2",0,"4 1 6- 5+"
"7777",8910,"iv","32ccc\",2.625,0.125,"7-","+M2","d","4_ii.krn","-M2",0,"4 1 6- 5+"
"7778",8911,"iv","32bb-\",2.75,0.125,"6","-M2","d","4_ii.krn","+M2",0,"4 1 6- 5+"
"7779",8912,"iv","32ccc\JJJ",2.875,0.125,"7-","+M2","d","4_ii.krn","+M2",0,"4 1 6- 5+"
"7780",8913,"Gn","2ddd\",1,2,"1","+M2","d","4_ii.krn","+m3",1,"6- 1 4+ 5+ 5- 3- 2+"
"7781",8914,"i","4.fff\",1,1.5,"3","+m3","d","4_ii.krn","-m2",0,"1 5 3- 2+"
"7782",8916,"V","8eee\",2.5,0.5,"2","-m2","d","4_ii.krn","-M2",1,"5 2 7"
"7783",8917,"V","8ddd\L",1,0.5,"1","-M2","d","4_ii.krn","-m2",0,"5 2 7"
"7784",8918,"V","8ccc#\J",1.5,0.5,"7","-m2","d","4_ii.krn","-A2",1,"5 2 7"
"7785",8919,"V","8bb-\L",2,0.5,"6","-A2","d","4_ii.krn","-m2",0,"5 2 7"
"7786",8920,"V","8aa\J",2.5,0.5,"5","-m2","d","4_ii.krn","-M2",1,"5 2 7"
"7787",8921,"V","8gg\L",1,0.5,"4","-M2","d","4_ii.krn","-M2",0,"5 2 7"
"7788",8922,"V","8ff\J",1.5,0.5,"3","-M2","d","4_ii.krn","-m2",0,"5 2 7"
"7789",8923,"V","8ee\L",2,0.5,"2","-m2","d","4_ii.krn","P1",1,"5 2 7"
"7790",8924,"VII7","8ee\J",2.5,0.5,"2","P1","d","4_ii.krn","P1",0,"7 4+ 2+ 6 5++"
"7791",8925,"VII7","4.ee\",1,1.5,"2","P1","d","4_ii.krn","+m2",0,"7 4+ 2+ 6 5++"
"7792",8926,"VII7","8ff\",2.5,0.5,"3","+m2","d","4_ii.krn","+M2",0,"7 4+ 2+ 6 5++"
"7793",8927,"viioD7","8gg\L",1,0.5,"4","+M2","d","4_ii.krn","-M6",1,"7 2 4 5+ 1++ 3+"
"7794",8928,"viioD7","8b-\J",1.5,0.5,"6","-M6","d","4_ii.krn","-m2",0,"7 2 4 5+ 1++ 3+"
"7795",8929,"viioD7","8a\L",2,0.5,"5","-m2","d","4_ii.krn","+m7",0,"7 2 4 5+ 1++ 3+"
"7796",8930,"viioD7","8gg\J",2.5,0.5,"4","+m7","d","4_ii.krn","-M2",1,"7 2 4 5+ 1++ 3+"
"7797",8931,"i","8ff\L",1,0.5,"3","-M2","d","4_ii.krn","-m6",0,"1 5 3- 2+"
"7798",8932,"i","8a\J",1.5,0.5,"5","-m6","d","4_ii.krn","+m2",1,"1 5 3- 2+"
"7799",8933,"VI","8b-\L",2,0.5,"6","+m2","d","4_ii.krn","+P5",1,"6 3 1+"
"7800",8934,"VI","8ff\J",2.5,0.5,"3","+P5","d","4_ii.krn","-M2",1,"6 3 1+"
"7801",8935,"ii7/VI","8ee-\L",1,0.5,"2-","-M2","d","4_ii.krn","-m6",1,"7- 4 2- 6- 1+ 5+"
"7802",8936,"ii7/VI","8g\J",1.5,0.5,"4","-m6","d","4_ii.krn","+M2",1,"7- 4 2- 6- 1+ 5+"
"7803",8937,"V7/VI","8a\L",2,0.5,"5","+M2","d","4_ii.krn","+P5",1,"3- 7- 5 2- 1+"
"7804",8938,"V7/VI","8een\J",2.5,0.5,"2","+P5","d","4_ii.krn","-M2",0,"3- 7- 5 2- 1+"
"7805",8939,"iv","8dd/L",1,0.5,"1","-M2","d","4_ii.krn","-m6",1,"4 1 6- 5+"
"7806",8940,"iv","8f#/J",1.5,0.5,"3+","-m6","d","4_ii.krn","+m2",0,"4 1 6- 5+"
"7807",8941,"iv","8g/L",2,0.5,"4","+m2","d","4_ii.krn","+P5",1,"4 1 6- 5+"
"7808",8942,"iv","8dd/J",2.5,0.5,"1","+P5","d","4_ii.krn","-M2",1,"4 1 6- 5+"
"7809",8943,"iv/iv","8cc/L",1,0.5,"7-","-M2","d","4_ii.krn","-M6",1,"7- 4 2- 1+"
"7810",8944,"iv/iv","8e-/J",1.5,0.5,"2-","-M6","d","4_ii.krn","-m2",1,"7- 4 2- 1+"
"7811",8945,"V7/iv","8d/L",2,0.5,"1","-m2","d","4_ii.krn","+m7",1,"1 5 3 7- 6+"
"7812",8946,"V7/iv","8cc/J",2.5,0.5,"7-","+m7","d","4_ii.krn","-M2",1,"1 5 3 7- 6+"
"7813",8947,"iv","8b-/L",1,0.5,"6","-M2","d","4_ii.krn","-m6",0,"4 1 6- 5+"
"7814",8948,"iv","8d/J",1.5,0.5,"1","-m6","d","4_ii.krn","+m2",1,"4 1 6- 5+"
"7815",8949,"N","8e-/L",2,0.5,"2-","+m2","d","4_ii.krn","+P5",1,"2- 6- 4 1+ 5+"
"7816",8950,"N","8b-/J",2.5,0.5,"6","+P5","d","4_ii.krn","-M2",0,"2- 6- 4 1+ 5+"
"7817",8951,"iiim7","8a-/L",1,0.5,"5-","-M2","d","4_ii.krn","-m6",0,"3 7 5 2 4++ 1++"
"7818",8952,"iiim7","8c/J",1.5,0.5,"7-","-m6","d","4_ii.krn","+M2",0,"3 7 5 2 4++ 1++"
"7819",8953,"VI7","8d/L",2,0.5,"1","+M2","d","4_ii.krn","+d5",0,"6 3 1+ 5 4++"
"7820",8954,"VI7","8a-/J",2.5,0.5,"5-","+d5","d","4_ii.krn","-m2",0,"6 3 1+ 5 4++"
"7821",8955,"N","8g/L",1,0.5,"4","-m2","d","4_ii.krn","-m6",1,"2- 6- 4 1+ 5+"
"7822",8956,"N","8Bn/J",1.5,0.5,"6+","-m6","d","4_ii.krn","+m2",0,"2- 6- 4 1+ 5+"
"7823",8957,"V7/III","8c/L",2,0.5,"7-","+m2","d","4_ii.krn","+m7",1,"7- 4 2 6- 5+"
"7824",8958,"V7/III","8b-/J",2.5,0.5,"6","+m7","d","4_ii.krn","-m2",0,"7- 4 2 6- 5+"
"7825",8959,"III7","8a/L",1,0.5,"5","-m2","d","4_ii.krn","-A4",0,"3 7 5+ 2 1++"
"7826",8960,"III7","8e-/J",1.5,0.5,"2-","-A4","d","4_ii.krn","-m2",0,"3 7 5+ 2 1++"
"7827",8961,"V7/iv","8d/L",2,0.5,"1","-m2","d","4_ii.krn","+m7",1,"1 5 3 7- 6+"
"7828",8962,"V7/iv","8cc/J",2.5,0.5,"7-","+m7","d","4_ii.krn","-M2",1,"1 5 3 7- 6+"
"7829",8963,"iv","8b-/L",1,0.5,"6","-M2","d","4_ii.krn","-m6",0,"4 1 6- 5+"
"7830",8964,"iv","8d/J",1.5,0.5,"1","-m6","d","4_ii.krn","+m2",1,"4 1 6- 5+"
"7831",8965,"N","8e-/L",2,0.5,"2-","+m2","d","4_ii.krn","-m2",1,"2- 6- 4 1+ 5+"
"7832",8966,"N","8d/J",2.5,0.5,"1","-m2","d","4_ii.krn","-m2",0,"2- 6- 4 1+ 5+"
"7833",8967,"viioD7","16c#/LL",1,0.25,"7","-m2","d","4_ii.krn","+m3",1,"7 2 4 5+ 1++ 3+"
"7834",8968,"viioD7","16e/",1.25,0.25,"2","+m3","d","4_ii.krn","+m3",1,"7 2 4 5+ 1++ 3+"
"7835",8969,"viioD7","16g/",1.5,0.25,"4","+m3","d","4_ii.krn","+m3",1,"7 2 4 5+ 1++ 3+"
"7836",8970,"viioD7","16b-/JJ",1.75,0.25,"6","+m3","d","4_ii.krn","+A2",0,"7 2 4 5+ 1++ 3+"
"7837",8971,"viioD7","16cc#\LL",2,0.25,"7","+A2","d","4_ii.krn","+m3",1,"7 2 4 5+ 1++ 3+"
"7838",8972,"viioD7","16ee\",2.25,0.25,"2","+m3","d","4_ii.krn","+m3",1,"7 2 4 5+ 1++ 3+"
"7839",8973,"viioD7","16gg\",2.5,0.25,"4","+m3","d","4_ii.krn","+m3",1,"7 2 4 5+ 1++ 3+"
"7840",8974,"viioD7","16bb-\JJ",2.75,0.25,"6","+m3","d","4_ii.krn","P1",0,"7 2 4 5+ 1++ 3+"
"7841",8975,"viioD7","4bb-\",1,1,"6","P1","d","4_ii.krn","-d7",0,"7 2 4 5+ 1++ 3+"
"7842",8976,"viioD7","8cc#\",2,0.5,"7","-d7","d","4_ii.krn","-P11",1,"7 2 4 5+ 1++ 3+"
"7843",8978,"viioD7/V","16G#/LL",1,0.25,"4+","-P11","d","4_ii.krn","+m3",1,"4+ 6 1 2+ 5++ 7+"
"7844",8979,"viioD7/V","16Bn/",1.25,0.25,"6+","+m3","d","4_ii.krn","+m3",0,"4+ 6 1 2+ 5++ 7+"
"7845",8980,"viioD7/V","16d/",1.5,0.25,"1","+m3","d","4_ii.krn","+m3",1,"4+ 6 1 2+ 5++ 7+"
"7846",8981,"viioD7/V","16f/JJ",1.75,0.25,"3","+m3","d","4_ii.krn","+A2",0,"4+ 6 1 2+ 5++ 7+"
"7847",8982,"viioD7/V","16g#\LL",2,0.25,"4+","+A2","d","4_ii.krn","+d3",1,"4+ 6 1 2+ 5++ 7+"
"7848",8983,"viioD7/V","16b-\",2.25,0.25,"6","+d3","d","4_ii.krn","+M3",1,"4+ 6 1 2+ 5++ 7+"
"7849",8984,"viioD7/V","16dd\",2.5,0.25,"1","+M3","d","4_ii.krn","+m3",1,"4+ 6 1 2+ 5++ 7+"
"7850",8985,"viioD7/V","16ff\JJ",2.75,0.25,"3","+m3","d","4_ii.krn","P1",0,"4+ 6 1 2+ 5++ 7+"
"7851",8986,"viioD7/V","4ff\",1,1,"3","P1","d","4_ii.krn","-d7",0,"4+ 6 1 2+ 5++ 7+"
"7852",8987,"viioD7/V","8g#/",2,0.5,"4+","-d7","d","4_ii.krn","+m2",1,"4+ 6 1 2+ 5++ 7+"
"7853",8990,"V","24a\LL",1.16667,0.166667,"5","+m2","d","4_ii.krn","+M2",1,"5 2 7"
"7854",8991,"V","24bn\",1.33333,0.166667,"6+","+M2","d","4_ii.krn","+M2",0,"5 2 7"
"7855",8992,"V","24cc#\",1.5,0.166667,"7","+M2","d","4_ii.krn","-M2",1,"5 2 7"
"7856",8993,"V","24b\",1.66667,0.166667,"6+","-M2","d","4_ii.krn","-M2",0,"5 2 7"
"7857",8994,"V","24a\JJ",1.83333,0.166667,"5","-M2","d","4_ii.krn","+M3",1,"5 2 7"
"7858",8996,"viio","24cc#\LL",2.16667,0.166667,"7","+M3","d","4_ii.krn","+m2",1,"7 2 4 1++ 3+"
"7859",8997,"viio","24dd\",2.33333,0.166667,"1","+m2","d","4_ii.krn","+M2",0,"7 2 4 1++ 3+"
"7860",8998,"viio","24ee\",2.5,0.166667,"2","+M2","d","4_ii.krn","-M2",1,"7 2 4 1++ 3+"
"7861",8999,"viio","24dd\",2.66667,0.166667,"1","-M2","d","4_ii.krn","-m2",0,"7 2 4 1++ 3+"
"7862",9000,"viio","24cc#\JJ",2.83333,0.166667,"7","-m2","d","4_ii.krn","+m2",1,"7 2 4 1++ 3+"
"7863",9002,"i","24dd\LL",1.16667,0.166667,"1","+m2","d","4_ii.krn","+M2",1,"1 5 3- 2+"
"7864",9003,"i","24ee\",1.33333,0.166667,"2","+M2","d","4_ii.krn","+m2",0,"1 5 3- 2+"
"7865",9004,"i","24ff\",1.5,0.166667,"3","+m2","d","4_ii.krn","-m2",0,"1 5 3- 2+"
"7866",9005,"i","24ee\",1.66667,0.166667,"2","-m2","d","4_ii.krn","-M2",0,"1 5 3- 2+"
"7867",9006,"i","24dd\JJ",1.83333,0.166667,"1","-M2","d","4_ii.krn","+M2",1,"1 5 3- 2+"
"7868",9008,"V7","24ee\LL",2.16667,0.166667,"2","+M2","d","4_ii.krn","+m2",1,"5 2 7 4 3+"
"7869",9009,"V7","24ff\",2.33333,0.166667,"3","+m2","d","4_ii.krn","+M2",0,"5 2 7 4 3+"
"7870",9010,"V7","24gg\",2.5,0.166667,"4","+M2","d","4_ii.krn","-M2",1,"5 2 7 4 3+"
"7871",9011,"V7","24ff\",2.66667,0.166667,"3","-M2","d","4_ii.krn","-m2",0,"5 2 7 4 3+"
"7872",9012,"V7","24ee\JJ",2.83333,0.166667,"2","-m2","d","4_ii.krn","-M2",1,"5 2 7 4 3+"
"7873",9014,"i","24dd\LL",1.16667,0.166667,"1","-M2","d","4_ii.krn","+M2",1,"1 5 3- 2+"
"7874",9015,"i","24ee\",1.33333,0.166667,"2","+M2","d","4_ii.krn","+m2",0,"1 5 3- 2+"
"7875",9016,"i","24ff\",1.5,0.166667,"3","+m2","d","4_ii.krn","-m2",0,"1 5 3- 2+"
"7876",9017,"i","24ee\",1.66667,0.166667,"2","-m2","d","4_ii.krn","-M2",0,"1 5 3- 2+"
"7877",9018,"i","24dd\JJ",1.83333,0.166667,"1","-M2","d","4_ii.krn","+P8",1,"1 5 3- 2+"
"7878",9019,"VI","24ddd\LL",2,0.166667,"1","+P8","d","4_ii.krn","-P8",0,"6 3 1+"
