""	"function"	"harm"	"melody"	"beat_pos"	"duration"	"scale_deg"	"approaching"	"key"	"file"	"depart"	"Response"	"Chordnotes"
"23794"	"2T"	"V"	"12dd"	"2.33333"	"0.333333"	"6"	"+M2"	"F"	"B075.krn"	"-M3"	NA	NA
"23796"	"2T"	"V"	"12b-J"	"2.66667"	"0.333333"	"4"	"-M3"	"F"	"B075.krn"	"-m2"	NA	NA
"23797"	"2T"	"I"	"4a"	"1"	"1"	"3"	"-m2"	"F"	"B075.krn"	"+m3"	NA	NA
"23801"	"2T"	"V7"	"12ccL"	"1"	"0.333333"	"5"	"+m3"	"F"	"B075.krn"	"+M3"	NA	NA
"23802"	"2T"	"V7"	"12ee"	"1.33333"	"0.333333"	"7"	"+M3"	"F"	"B075.krn"	"-M2"	NA	NA
"23804"	"2T"	"V7"	"12ddJ"	"1.66667"	"0.333333"	"6"	"-M2"	"F"	"B075.krn"	"-M2"	NA	NA
"23805"	"2T"	"V7"	"12ccL"	"2"	"0.333333"	"5"	"-M2"	"F"	"B075.krn"	"+M2"	NA	NA
"23806"	"2T"	"V7"	"12dd"	"2.33333"	"0.333333"	"6"	"+M2"	"F"	"B075.krn"	"+M2"	NA	NA
"23808"	"2T"	"V7"	"12eeJ"	"2.66667"	"0.333333"	"7"	"+M2"	"F"	"B075.krn"	"+m2"	NA	NA
"23809"	"4T"	"I"	"12ffL"	"1"	"0.333333"	"1"	"+m2"	"F"	"B075.krn"	"+M3"	NA	NA
"23810"	"4T"	"I"	"12aa"	"1.33333"	"0.333333"	"3"	"+M3"	"F"	"B075.krn"	"-M2"	NA	NA
"23812"	"4T"	"I"	"12ggJ"	"1.66667"	"0.333333"	"2"	"-M2"	"F"	"B075.krn"	"-M2"	NA	NA
"23813"	"4T"	"vi"	"12ffL"	"2"	"0.333333"	"1"	"-M2"	"F"	"B075.krn"	"-m2"	NA	NA
"23814"	"4T"	"vi"	"12ee"	"2.33333"	"0.333333"	"7"	"-m2"	"F"	"B075.krn"	"+m2"	NA	NA
"23816"	"4T"	"vi"	"12ffJ"	"2.66667"	"0.333333"	"1"	"+m2"	"F"	"B075.krn"	"-m3"	NA	NA
"23817"	"4P"	"ii"	"12ddL"	"1"	"0.333333"	"6"	"-m3"	"F"	"B075.krn"	"+P4"	NA	NA
"23818"	"4P"	"ii"	"12gg"	"1.33333"	"0.333333"	"2"	"+P4"	"F"	"B075.krn"	"-M2"	NA	NA
"23820"	"4P"	"ii"	"12ffJ"	"1.66667"	"0.333333"	"1"	"-M2"	"F"	"B075.krn"	"-m2"	NA	NA
"23821"	"4D"	"V7"	"12eeL"	"2"	"0.333333"	"7"	"-m2"	"F"	"B075.krn"	"-M2"	NA	NA
"23822"	"4D"	"V7"	"12dd"	"2.33333"	"0.333333"	"6"	"-M2"	"F"	"B075.krn"	"-M2"	NA	NA
"23824"	"4D"	"V7"	"12ccJ"	"2.66667"	"0.333333"	"5"	"-M2"	"F"	"B075.krn"	"+P4"	NA	NA
"23825"	"4T"	"I"	"4ff"	"1"	"1"	"1"	"+P4"	"F"	"B075.krn"	"-m9"	NA	NA
"23826"	"4T"	"V7"	"4e"	"2"	"1"	"7"	"-m9"	"F"	"B075.krn"	"+m2"	NA	NA
"23827"	"4T"	"I"	"4f"	"1"	"1"	"1"	"+m2"	"F"	"B075.krn"	"[ccc]"	NA	NA
"23828"	"4T"	"I"	"4ccc"	"2"	"1"	"5"	"[ccc]"	"F"	"B075.krn"	"-M2"	NA	NA
"23829"	"2T"	"I"	"(16bb-LL"	"1"	"0.25"	"4"	"-M2"	"F"	"B075.krn"	"-m2"	NA	NA
"23830"	"2T"	"I"	"16aa"	"1.25"	"0.25"	"3"	"-m2"	"F"	"B075.krn"	"-M2"	NA	NA
"23831"	"2T"	"I"	"16gg"	"1.5"	"0.25"	"2"	"-M2"	"F"	"B075.krn"	"-M2"	NA	NA
"23832"	"2T"	"I"	"16ffJJ"	"1.75"	"0.25"	"1"	"-M2"	"F"	"B075.krn"	"-m2"	NA	NA
"23833"	"2T"	"I"	"16eeLL"	"2"	"0.25"	"7"	"-m2"	"F"	"B075.krn"	"+m2"	NA	NA
"23834"	"2T"	"I"	"16ff"	"2.25"	"0.25"	"1"	"+m2"	"F"	"B075.krn"	"+M2"	NA	NA
"23835"	"2T"	"I"	"16gg"	"2.5"	"0.25"	"2"	"+M2"	"F"	"B075.krn"	"+M2"	NA	NA
"23836"	"2T"	"I"	"16aaJJ)"	"2.75"	"0.25"	"3"	"+M2"	"F"	"B075.krn"	"+m3"	NA	NA
"23837"	"4T"	"V7"	"(8cccL"	"1"	"0.5"	"5"	"+m3"	"F"	"B075.krn"	"-M2"	NA	NA
"23838"	"4T"	"V7"	"16bb-"	"1.5"	"0.25"	"4"	"-M2"	"F"	"B075.krn"	"P1"	NA	NA
"23840"	"4T"	"I"	"(8bb-L"	"2"	"0.5"	"4"	"P1"	"F"	"B075.krn"	"-m2"	NA	NA
"23841"	"4T"	"I"	"16aa"	"2.5"	"0.25"	"3"	"-m2"	"F"	"B075.krn"	"P1"	NA	NA
"23843"	"2T"	"V"	"(16aaLL"	"1"	"0.25"	"3"	"P1"	"F"	"B075.krn"	"-M2"	NA	NA
"23844"	"2T"	"V"	"16gg"	"1.25"	"0.25"	"2"	"-M2"	"F"	"B075.krn"	"P1"	NA	NA
"23845"	"2T"	"V"	"(16gg"	"1.5"	"0.25"	"2"	"P1"	"F"	"B075.krn"	"-M2"	NA	NA
"23846"	"2T"	"V"	"16ff"	"1.75"	"0.25"	"1"	"-M2"	"F"	"B075.krn"	"P1"	NA	NA
"23847"	"2T"	"V"	"(16ffLL"	"2"	"0.25"	"1"	"P1"	"F"	"B075.krn"	"-m2"	NA	NA
"23848"	"2T"	"V"	"16ee"	"2.25"	"0.25"	"7"	"-m2"	"F"	"B075.krn"	"+m3"	NA	NA
"23849"	"2T"	"V"	"(16gg"	"2.5"	"0.25"	"2"	"+m3"	"F"	"B075.krn"	"-M2"	NA	NA
"23850"	"2T"	"V"	"16ff"	"2.75"	"0.25"	"1"	"-M2"	"F"	"B075.krn"	"+M3"	NA	NA
"23851"	"4T"	"V"	"(8aaL"	"1"	"0.5"	"3"	"+M3"	"F"	"B075.krn"	"-M2"	NA	NA
"23852"	"4T"	"V"	"16gg"	"1.5"	"0.25"	"2"	"-M2"	"F"	"B075.krn"	"+P4"	NA	NA
"23854"	"4T"	"I"	"4ccc"	"2"	"1"	"5"	"+P4"	"F"	"B075.krn"	"-M2"	NA	NA
"23855"	"2T"	"I"	"(16bb-LL"	"1"	"0.25"	"4"	"-M2"	"F"	"B075.krn"	"-m2"	NA	NA
"23856"	"2T"	"I"	"16aa"	"1.25"	"0.25"	"3"	"-m2"	"F"	"B075.krn"	"-M2"	NA	NA
"23857"	"2T"	"I"	"16gg"	"1.5"	"0.25"	"2"	"-M2"	"F"	"B075.krn"	"-M2"	NA	NA
"23858"	"2T"	"I"	"16ffJJ"	"1.75"	"0.25"	"1"	"-M2"	"F"	"B075.krn"	"-m2"	NA	NA
"23859"	"2T"	"I"	"16eeLL"	"2"	"0.25"	"7"	"-m2"	"F"	"B075.krn"	"+m2"	NA	NA
"23860"	"2T"	"I"	"16ff"	"2.25"	"0.25"	"1"	"+m2"	"F"	"B075.krn"	"+M2"	NA	NA
"23861"	"2T"	"I"	"16gg"	"2.5"	"0.25"	"2"	"+M2"	"F"	"B075.krn"	"+M2"	NA	NA
"23862"	"2T"	"I"	"16aaJJ)"	"2.75"	"0.25"	"3"	"+M2"	"F"	"B075.krn"	"+m3"	NA	NA
"23863"	"4T"	"V7"	"(8cccL"	"1"	"0.5"	"5"	"+m3"	"F"	"B075.krn"	"-M2"	NA	NA
"23864"	"4T"	"V7"	"16bb-"	"1.5"	"0.25"	"4"	"-M2"	"F"	"B075.krn"	"P1"	NA	NA
"23866"	"4T"	"I"	"(8bb-L"	"2"	"0.5"	"4"	"P1"	"F"	"B075.krn"	"-m2"	NA	NA
"23867"	"4T"	"I"	"16aa"	"2.5"	"0.25"	"3"	"-m2"	"F"	"B075.krn"	"P1"	NA	NA
"23869"	"4P"	"ii"	"(8aaL"	"1"	"0.5"	"3"	"P1"	"F"	"B075.krn"	"-M2"	NA	NA
"23870"	"4P"	"ii"	"16gg"	"1.5"	"0.25"	"2"	"-M2"	"F"	"B075.krn"	"-M2"	NA	NA
"23872"	"4D"	"V7"	"(8ffL"	"2"	"0.5"	"1"	"-M2"	"F"	"B075.krn"	"-m2"	NA	NA
"23873"	"4D"	"V7"	"16ee"	"2.5"	"0.25"	"7"	"-m2"	"F"	"B075.krn"	"+m3"	NA	NA
"23875"	"4T"	"I"	"(8ggL"	"1"	"0.5"	"2"	"+m3"	"F"	"B075.krn"	"-M2"	NA	NA
"23876"	"4T"	"I"	"16ff)"	"1.5"	"0.25"	"1"	"-M2"	"F"	"B075.krn"	"[cc]"	NA	NA
"23878"	"4T"	"I"	"4cc"	"2"	"1"	"5"	"[cc]"	"F"	"B075.krn"	"-M2"	NA	NA
"23879"	"2T"	"I"	"(16b-LL"	"1"	"0.25"	"4"	"-M2"	"F"	"B075.krn"	"-m2"	NA	NA
"23880"	"2T"	"I"	"16a"	"1.25"	"0.25"	"3"	"-m2"	"F"	"B075.krn"	"-M2"	NA	NA
"23881"	"2T"	"I"	"16g"	"1.5"	"0.25"	"2"	"-M2"	"F"	"B075.krn"	"-M2"	NA	NA
"23882"	"2T"	"I"	"16fJJ"	"1.75"	"0.25"	"1"	"-M2"	"F"	"B075.krn"	"-m2"	NA	NA
"23883"	"2T"	"I"	"16eLL"	"2"	"0.25"	"7"	"-m2"	"F"	"B075.krn"	"+m2"	NA	NA
"23884"	"2T"	"I"	"16f"	"2.25"	"0.25"	"1"	"+m2"	"F"	"B075.krn"	"+M2"	NA	NA
"23885"	"2T"	"I"	"16g"	"2.5"	"0.25"	"2"	"+M2"	"F"	"B075.krn"	"+M2"	NA	NA
"23886"	"2T"	"I"	"16aJJ)"	"2.75"	"0.25"	"3"	"+M2"	"F"	"B075.krn"	"+m3"	NA	NA
"23887"	"4T"	"V7"	"(16ccLL"	"1"	"0.25"	"5"	"+m3"	"F"	"B075.krn"	"-P4"	NA	NA
"23888"	"4T"	"V7"	"16g"	"1.25"	"0.25"	"2"	"-P4"	"F"	"B075.krn"	"+m3"	NA	NA
"23889"	"4T"	"V7"	"16b-)"	"1.5"	"0.25"	"4"	"+m3"	"F"	"B075.krn"	"P1"	NA	NA
"23890"	"4T"	"V7"	"16b-'JJ"	"1.75"	"0.25"	"4"	"P1"	"F"	"B075.krn"	"P1"	NA	NA
"23891"	"4T"	"I"	"(16b-LL"	"2"	"0.25"	"4"	"P1"	"F"	"B075.krn"	"-P4"	NA	NA
"23892"	"4T"	"I"	"16f"	"2.25"	"0.25"	"1"	"-P4"	"F"	"B075.krn"	"+M3"	NA	NA
"23893"	"4T"	"I"	"16a)"	"2.5"	"0.25"	"3"	"+M3"	"F"	"B075.krn"	"P1"	NA	NA
"23894"	"4T"	"I"	"16a'JJ"	"2.75"	"0.25"	"3"	"P1"	"F"	"B075.krn"	"P1"	NA	NA
"23895"	"2T"	"V"	"(16aLL"	"1"	"0.25"	"3"	"P1"	"F"	"B075.krn"	"-M2"	NA	NA
"23896"	"2T"	"V"	"16g"	"1.25"	"0.25"	"2"	"-M2"	"F"	"B075.krn"	"P1"	NA	NA
"23897"	"2T"	"V"	"(16g"	"1.5"	"0.25"	"2"	"P1"	"F"	"B075.krn"	"-M2"	NA	NA
"23898"	"2T"	"V"	"16f"	"1.75"	"0.25"	"1"	"-M2"	"F"	"B075.krn"	"P1"	NA	NA
"23899"	"2T"	"V"	"(16fLL"	"2"	"0.25"	"1"	"P1"	"F"	"B075.krn"	"-m2"	NA	NA
"23900"	"2T"	"V"	"16e"	"2.25"	"0.25"	"7"	"-m2"	"F"	"B075.krn"	"+m3"	NA	NA
"23901"	"2T"	"V"	"(16g"	"2.5"	"0.25"	"2"	"+m3"	"F"	"B075.krn"	"-M2"	NA	NA
"23902"	"2T"	"V"	"16f"	"2.75"	"0.25"	"1"	"-M2"	"F"	"B075.krn"	"+M3"	NA	NA
"23903"	"4T"	"V"	"(8aL"	"1"	"0.5"	"3"	"+M3"	"F"	"B075.krn"	"-M2"	NA	NA
"23904"	"4T"	"V"	"16g"	"1.5"	"0.25"	"2"	"-M2"	"F"	"B075.krn"	"+P4"	NA	NA
"23906"	"4T"	"I"	"4cc"	"2"	"1"	"5"	"+P4"	"F"	"B075.krn"	"-M2"	NA	NA
"23907"	"2T"	"I"	"(16b-LL"	"1"	"0.25"	"4"	"-M2"	"F"	"B075.krn"	"-m2"	NA	NA
"23908"	"2T"	"I"	"16a"	"1.25"	"0.25"	"3"	"-m2"	"F"	"B075.krn"	"-M2"	NA	NA
"23909"	"2T"	"I"	"16g"	"1.5"	"0.25"	"2"	"-M2"	"F"	"B075.krn"	"-M2"	NA	NA
"23910"	"2T"	"I"	"16fJJ"	"1.75"	"0.25"	"1"	"-M2"	"F"	"B075.krn"	"-m2"	NA	NA
"23911"	"2T"	"I"	"16eLL"	"2"	"0.25"	"7"	"-m2"	"F"	"B075.krn"	"+m2"	NA	NA
"23912"	"2T"	"I"	"16f"	"2.25"	"0.25"	"1"	"+m2"	"F"	"B075.krn"	"+M2"	NA	NA
"23913"	"2T"	"I"	"16g"	"2.5"	"0.25"	"2"	"+M2"	"F"	"B075.krn"	"+M2"	NA	NA
"23914"	"2T"	"I"	"16aJJ)"	"2.75"	"0.25"	"3"	"+M2"	"F"	"B075.krn"	"+m3"	NA	NA
"23915"	"4T"	"V7"	"(16ccLL"	"1"	"0.25"	"5"	"+m3"	"F"	"B075.krn"	"-P4"	NA	NA
"23916"	"4T"	"V7"	"16g"	"1.25"	"0.25"	"2"	"-P4"	"F"	"B075.krn"	"+m3"	NA	NA
"23917"	"4T"	"V7"	"16b-)"	"1.5"	"0.25"	"4"	"+m3"	"F"	"B075.krn"	"P1"	NA	NA
"23918"	"4T"	"V7"	"16b-'JJ"	"1.75"	"0.25"	"4"	"P1"	"F"	"B075.krn"	"P1"	NA	NA
"23919"	"4T"	"I"	"(16b-LL"	"2"	"0.25"	"4"	"P1"	"F"	"B075.krn"	"-P4"	NA	NA
"23920"	"4T"	"I"	"16f"	"2.25"	"0.25"	"1"	"-P4"	"F"	"B075.krn"	"+M3"	NA	NA
"23921"	"4T"	"I"	"16a)"	"2.5"	"0.25"	"3"	"+M3"	"F"	"B075.krn"	"P1"	NA	NA
"23922"	"4T"	"I"	"16a'JJ"	"2.75"	"0.25"	"3"	"P1"	"F"	"B075.krn"	"P1"	NA	NA
"23923"	"4D"	"C/V"	"(16aLL"	"1"	"0.25"	"3"	"P1"	"F"	"B075.krn"	"-P4"	NA	NA
"23924"	"4D"	"C/V"	"16e"	"1.25"	"0.25"	"7"	"-P4"	"F"	"B075.krn"	"+m3"	NA	NA
"23925"	"4D"	"C/V"	"16g)"	"1.5"	"0.25"	"2"	"+m3"	"F"	"B075.krn"	"P1"	NA	NA
"23926"	"4D"	"C/V"	"16g'JJ"	"1.75"	"0.25"	"2"	"P1"	"F"	"B075.krn"	"+M2"	NA	NA
"23927"	"4D"	"V/V"	"(16aLL"	"2"	"0.25"	"3"	"+M2"	"F"	"B075.krn"	"-M3"	NA	NA
"23928"	"4D"	"V/V"	"16f"	"2.25"	"0.25"	"1"	"-M3"	"F"	"B075.krn"	"+A4"	NA	NA
"23929"	"4D"	"V/V"	"16b"	"2.5"	"0.25"	"4+"	"+A4"	"F"	"B075.krn"	"-M6"	NA	NA
"23930"	"4D"	"V/V"	"16dJJ)"	"2.75"	"0.25"	"6"	"-M6"	"F"	"B075.krn"	"+m7"	NA	NA
"23931"	"2D"	"V"	"(16ccLL"	"1"	"0.25"	"5"	"+m7"	"F"	"B075.krn"	"-m6"	NA	NA
"23932"	"2D"	"V"	"16e"	"1.25"	"0.25"	"7"	"-m6"	"F"	"B075.krn"	"+M6"	NA	NA
"23933"	"2D"	"V"	"16cc#"	"1.5"	"0.25"	"5+"	"+M6"	"F"	"B075.krn"	"-M6"	NA	NA
"23934"	"2D"	"V"	"16eJJ"	"1.75"	"0.25"	"7"	"-M6"	"F"	"B075.krn"	"+m7"	NA	NA
"23935"	"2D"	"V"	"16ddLL"	"2"	"0.25"	"6"	"+m7"	"F"	"B075.krn"	"-M6"	NA	NA
"23936"	"2D"	"V"	"16f"	"2.25"	"0.25"	"1"	"-M6"	"F"	"B075.krn"	"+M7"	NA	NA
"23937"	"2D"	"V"	"16ee"	"2.5"	"0.25"	"7"	"+M7"	"F"	"B075.krn"	"-M6"	NA	NA
"23938"	"2D"	"V"	"16gJJ)"	"2.75"	"0.25"	"2"	"-M6"	"F"	"B075.krn"	"+P4"	NA	NA
"23940"	"4D"	"C/V"	"(16ccLL"	"1.25"	"0.25"	"5"	"+P4"	"F"	"B075.krn"	"+P5"	NA	NA
"23941"	"4D"	"C/V"	"16gg)"	"1.5"	"0.25"	"2"	"+P5"	"F"	"B075.krn"	"P1"	NA	NA
"23942"	"4D"	"C/V"	"16gg'JJ"	"1.75"	"0.25"	"2"	"P1"	"F"	"B075.krn"	"-m6"	NA	NA
"23944"	"4D"	"V/V"	"(16bLL"	"2.25"	"0.25"	"4+"	"-m6"	"F"	"B075.krn"	"+m6"	NA	NA
"23945"	"4D"	"V/V"	"16gg)"	"2.5"	"0.25"	"2"	"+m6"	"F"	"B075.krn"	"P1"	NA	NA
"23946"	"4D"	"V/V"	"16gg'JJ"	"2.75"	"0.25"	"2"	"P1"	"F"	"B075.krn"	"-P5"	NA	NA
"23947"	"2D"	"V"	"(16ccLL"	"1"	"0.25"	"5"	"-P5"	"F"	"B075.krn"	"-m6"	NA	NA
"23948"	"2D"	"V"	"16e"	"1.25"	"0.25"	"7"	"-m6"	"F"	"B075.krn"	"+M6"	NA	NA
"23949"	"2D"	"V"	"16cc#"	"1.5"	"0.25"	"5+"	"+M6"	"F"	"B075.krn"	"-M6"	NA	NA
"23950"	"2D"	"V"	"16eJJ"	"1.75"	"0.25"	"7"	"-M6"	"F"	"B075.krn"	"+m7"	NA	NA
"23951"	"2D"	"V"	"16ddLL"	"2"	"0.25"	"6"	"+m7"	"F"	"B075.krn"	"-M6"	NA	NA
"23952"	"2D"	"V"	"16f"	"2.25"	"0.25"	"1"	"-M6"	"F"	"B075.krn"	"+M7"	NA	NA
"23953"	"2D"	"V"	"16ee"	"2.5"	"0.25"	"7"	"+M7"	"F"	"B075.krn"	"-M6"	NA	NA
"23954"	"2D"	"V"	"16gJJ)"	"2.75"	"0.25"	"2"	"-M6"	"F"	"B075.krn"	"+P4"	NA	NA
"23956"	"4D"	"C/V"	"(16ccLL"	"1.25"	"0.25"	"5"	"+P4"	"F"	"B075.krn"	"+P5"	NA	NA
"23957"	"4D"	"C/V"	"16gg)"	"1.5"	"0.25"	"2"	"+P5"	"F"	"B075.krn"	"P1"	NA	NA
"23958"	"4D"	"C/V"	"16gg'JJ"	"1.75"	"0.25"	"2"	"P1"	"F"	"B075.krn"	"-m6"	NA	NA
"23960"	"4D"	"V/V"	"(16bLL"	"2.25"	"0.25"	"4+"	"-m6"	"F"	"B075.krn"	"+m6"	NA	NA
"23961"	"4D"	"V/V"	"16gg)"	"2.5"	"0.25"	"2"	"+m6"	"F"	"B075.krn"	"P1"	NA	NA
"23962"	"4D"	"V/V"	"16gg'JJ"	"2.75"	"0.25"	"2"	"P1"	"F"	"B075.krn"	"-P5"	NA	NA
"23963"	"4D"	"V"	"4cc;"	"1"	"1"	"5"	"-P5"	"F"	"B075.krn"	"[b]"	NA	NA
"23964"	"4T"	"I"	"(16bLL"	"2"	"0.25"	"4+"	"[b]"	"F"	"B075.krn"	"+m2"	NA	NA
"23965"	"4T"	"I"	"16cc"	"2.25"	"0.25"	"5"	"+m2"	"F"	"B075.krn"	"+M2"	NA	NA
"23966"	"4T"	"I"	"16dd"	"2.5"	"0.25"	"6"	"+M2"	"F"	"B075.krn"	"-M2"	NA	NA
"23967"	"4T"	"I"	"16ccJJ"	"2.75"	"0.25"	"5"	"-M2"	"F"	"B075.krn"	"-M2"	NA	NA
"23968"	"2T"	"I"	"16b-LL"	"1"	"0.25"	"4"	"-M2"	"F"	"B075.krn"	"-m2"	NA	NA
"23969"	"2T"	"I"	"16a"	"1.25"	"0.25"	"3"	"-m2"	"F"	"B075.krn"	"+m6"	NA	NA
"23970"	"2T"	"I"	"16ff"	"1.5"	"0.25"	"1"	"+m6"	"F"	"B075.krn"	"-P4"	NA	NA
"23971"	"2T"	"I"	"16ccJJ"	"1.75"	"0.25"	"5"	"-P4"	"F"	"B075.krn"	"+M6"	NA	NA
"23972"	"2T"	"I"	"16aaLL"	"2"	"0.25"	"3"	"+M6"	"F"	"B075.krn"	"-M3"	NA	NA
"23973"	"2T"	"I"	"16ff"	"2.25"	"0.25"	"1"	"-M3"	"F"	"B075.krn"	"-P4"	NA	NA
"23974"	"2T"	"I"	"16cc"	"2.5"	"0.25"	"5"	"-P4"	"F"	"B075.krn"	"-m3"	NA	NA
"23975"	"2T"	"I"	"16aJJ)"	"2.75"	"0.25"	"3"	"-m3"	"F"	"B075.krn"	"+m3"	NA	NA
"23976"	"4T"	"V7"	"(16ccLL"	"1"	"0.25"	"5"	"+m3"	"F"	"B075.krn"	"-M2"	NA	NA
"23977"	"4T"	"V7"	"16b-"	"1.25"	"0.25"	"4"	"-M2"	"F"	"B075.krn"	"+M6"	NA	NA
"23978"	"4T"	"V7"	"16gg)"	"1.5"	"0.25"	"2"	"+M6"	"F"	"B075.krn"	"P1"	NA	NA
"23979"	"4T"	"V7"	"16gg'JJ"	"1.75"	"0.25"	"2"	"P1"	"F"	"B075.krn"	"-M6"	NA	NA
"23980"	"4T"	"I"	"(16b-LL"	"2"	"0.25"	"4"	"-M6"	"F"	"B075.krn"	"-m2"	NA	NA
"23981"	"4T"	"I"	"16a"	"2.25"	"0.25"	"3"	"-m2"	"F"	"B075.krn"	"+m6"	NA	NA
"23982"	"4T"	"I"	"16ff)"	"2.5"	"0.25"	"1"	"+m6"	"F"	"B075.krn"	"P1"	NA	NA
"23983"	"4T"	"I"	"16ff'JJ"	"2.75"	"0.25"	"1"	"P1"	"F"	"B075.krn"	"-m7"	NA	NA
"23984"	"2T"	"V7"	"16g'LL"	"1"	"0.25"	"2"	"-m7"	"F"	"B075.krn"	"+M6"	NA	NA
"23985"	"2T"	"V7"	"(16ee"	"1.25"	"0.25"	"7"	"+M6"	"F"	"B075.krn"	"-P5"	NA	NA
"23986"	"2T"	"V7"	"16a)"	"1.5"	"0.25"	"3"	"-P5"	"F"	"B075.krn"	"+m6"	NA	NA
"23987"	"2T"	"V7"	"(16ffJJ"	"1.75"	"0.25"	"1"	"+m6"	"F"	"B075.krn"	"-P5"	NA	NA
"23988"	"2T"	"V7"	"16b-LL)"	"2"	"0.25"	"4"	"-P5"	"F"	"B075.krn"	"+M6"	NA	NA
"23989"	"2T"	"V7"	"(16gg"	"2.25"	"0.25"	"2"	"+M6"	"F"	"B075.krn"	"-m7"	NA	NA
"23990"	"2T"	"V7"	"16a)"	"2.5"	"0.25"	"3"	"-m7"	"F"	"B075.krn"	"+m6"	NA	NA
"23991"	"2T"	"V7"	"(16ffJJ"	"2.75"	"0.25"	"1"	"+m6"	"F"	"B075.krn"	"-m7"	NA	NA
"23992"	"4T"	"V"	"16gLL)"	"1"	"0.25"	"2"	"-m7"	"F"	"B075.krn"	"+M6"	NA	NA
"23993"	"4T"	"V"	"(16ee"	"1.25"	"0.25"	"7"	"+M6"	"F"	"B075.krn"	"-M3"	NA	NA
"23994"	"4T"	"V"	"16cc)"	"1.5"	"0.25"	"5"	"-M3"	"F"	"B075.krn"	"P1"	NA	NA
"23995"	"4T"	"V"	"(16ccJJ"	"1.75"	"0.25"	"5"	"P1"	"F"	"B075.krn"	"-m2"	NA	NA
"23996"	"4T"	"I"	"16bLL"	"2"	"0.25"	"4+"	"-m2"	"F"	"B075.krn"	"+m2"	NA	NA
"23997"	"4T"	"I"	"16cc"	"2.25"	"0.25"	"5"	"+m2"	"F"	"B075.krn"	"+M2"	NA	NA
"23998"	"4T"	"I"	"16dd"	"2.5"	"0.25"	"6"	"+M2"	"F"	"B075.krn"	"-M2"	NA	NA
"23999"	"4T"	"I"	"16ccJJ"	"2.75"	"0.25"	"5"	"-M2"	"F"	"B075.krn"	"-M2"	NA	NA
"24000"	"2T"	"I"	"16b-LL"	"1"	"0.25"	"4"	"-M2"	"F"	"B075.krn"	"-m2"	NA	NA
"24001"	"2T"	"I"	"16a"	"1.25"	"0.25"	"3"	"-m2"	"F"	"B075.krn"	"+m6"	NA	NA
"24002"	"2T"	"I"	"16ff"	"1.5"	"0.25"	"1"	"+m6"	"F"	"B075.krn"	"-P4"	NA	NA
"24003"	"2T"	"I"	"16ccJJ"	"1.75"	"0.25"	"5"	"-P4"	"F"	"B075.krn"	"+M6"	NA	NA
"24004"	"2T"	"I"	"16aaLL"	"2"	"0.25"	"3"	"+M6"	"F"	"B075.krn"	"-M3"	NA	NA
"24005"	"2T"	"I"	"16ff"	"2.25"	"0.25"	"1"	"-M3"	"F"	"B075.krn"	"-P4"	NA	NA
"24006"	"2T"	"I"	"16cc"	"2.5"	"0.25"	"5"	"-P4"	"F"	"B075.krn"	"-m3"	NA	NA
"24007"	"2T"	"I"	"16aJJ)"	"2.75"	"0.25"	"3"	"-m3"	"F"	"B075.krn"	"+m3"	NA	NA
"24008"	"4T"	"V7"	"(16ccLL"	"1"	"0.25"	"5"	"+m3"	"F"	"B075.krn"	"-M2"	NA	NA
"24009"	"4T"	"V7"	"16b-"	"1.25"	"0.25"	"4"	"-M2"	"F"	"B075.krn"	"+M6"	NA	NA
"24010"	"4T"	"V7"	"16gg)"	"1.5"	"0.25"	"2"	"+M6"	"F"	"B075.krn"	"P1"	NA	NA
"24011"	"4T"	"V7"	"16gg'JJ"	"1.75"	"0.25"	"2"	"P1"	"F"	"B075.krn"	"-M6"	NA	NA
"24012"	"4T"	"I"	"(16b-LL"	"2"	"0.25"	"4"	"-M6"	"F"	"B075.krn"	"-m2"	NA	NA
"24013"	"4T"	"I"	"16a"	"2.25"	"0.25"	"3"	"-m2"	"F"	"B075.krn"	"+m6"	NA	NA
"24014"	"4T"	"I"	"16ff)"	"2.5"	"0.25"	"1"	"+m6"	"F"	"B075.krn"	"P1"	NA	NA
"24015"	"4T"	"I"	"16ff'JJ"	"2.75"	"0.25"	"1"	"P1"	"F"	"B075.krn"	"-M6"	NA	NA
"24016"	"2D"	"V7/V"	"(16a-LL"	"1"	"0.25"	"3-"	"-M6"	"F"	"B075.krn"	"-m2"	NA	NA
"24017"	"2D"	"V7/V"	"16g"	"1.25"	"0.25"	"2"	"-m2"	"F"	"B075.krn"	"+m7"	NA	NA
"24018"	"2D"	"V7/V"	"16ff)"	"1.5"	"0.25"	"1"	"+m7"	"F"	"B075.krn"	"P1"	NA	NA
"24019"	"2D"	"V7/V"	"16ff'JJ"	"1.75"	"0.25"	"1"	"P1"	"F"	"B075.krn"	"-d5"	NA	NA
"24020"	"2D"	"V7/V"	"(16bLL"	"2"	"0.25"	"4+"	"-d5"	"F"	"B075.krn"	"-M3"	NA	NA
"24021"	"2D"	"V7/V"	"16g"	"2.25"	"0.25"	"2"	"-M3"	"F"	"B075.krn"	"+M3"	NA	NA
"24022"	"2D"	"V7/V"	"16b"	"2.5"	"0.25"	"4+"	"+M3"	"F"	"B075.krn"	"-A4"	NA	NA
"24023"	"2D"	"V7/V"	"16fJJ)"	"2.75"	"0.25"	"1"	"-A4"	"F"	"B075.krn"	"+P5"	NA	NA
